dependent,依存している
dependent,依存している
depending,依存する
depending,依存する
deposit,お金を預ける
deposit,お金を預ける
depress,落胆させる
depress,落胆させる
depression,落ち込み
depression,落ち込み
depth,深さ
depth,深さ
deputy,代理
derive,引き出す
derive,引き出す
describe,述べる
description,説明
description,説明
desert,砂漠
deserve,値する
deserve,値する
desirable,望ましい
desirable,望ましい
desire,願望
desperate,やけくその
desperate,やけくその
despite,もかかわらず
despite,もかかわらず
destroy,破壊する
destruction,破壊
detail,詳細
detailed,詳細の
detailed,詳細の
detect,検出する
detect,検出する
determine,決める
develop,発達させる
development,発展
device,装置
devise,考え出す
devise,考え出す
dialect,方言
dialect,方言
die,死ぬ
diet,食事
difference,違い
dig,掘る
dignity,威厳
dignity,威厳
diminish,減らす
diminish,減らす
direction,方向
directly,直接（的）に
directly,直接（的）に
disadvantage,不利
disadvantage,不利
disagree,反対する
disagree,反対する
disappear,消える
disappoint,がっかりさせる
disappoint,がっかりさせる
disaster,災害
discipline,しつけ
discipline,しつけ
discover,発見する
discovery,発見
discuss,ついて議論する
discuss,ついて議論する
discussion,議論
disease,病気
dislike,嫌がる
dislike,嫌がる
dismiss,退出させる
dismiss,退出させる
disorder,無秩序
disorder,無秩序
display,展示する
display,展示する
dispute,争議
dispute,争議
distance,距離
distant,遠く離れた
distant,遠く離れた
distinct,他と違った
distinct,他と違った
distinction,区別
distinguish,区別する
distinguish,区別する
distribution,分布
district,地域
disturb,平穏を妨げる
disturb,平穏を妨げる
divide,分割する
divide,分割する
division,分割
division,分割
divorce,離婚
divorce,離婚
domestic,国内の
domestic,国内の
dominate,支配する
dominate,支配する
doubt,疑い
dozen,12の
drain,排出させる
drain,排出させる
dramatic,劇的な
dramatic,劇的な
draw,引く
drift,漂流
drug,麻薬
due,期限の
dull,面白みのない
dull,面白みのない
dump,投げ捨てる
dump,投げ捨てる
dust,ほこり
dust,ほこり
duty,職務
dwell,住む
dwell,住む
eager,強く望んでいる
eager,強く望んでいる
earn,稼ぐ
earnings,収益
ease,容易さ
echo,こだま
echo,こだま
economic,経済の
economics,経済学
economics,経済学
economy,経済
edge,端
editor,編集者
editor,編集者
educate,教育する
educate,教育する
education,教育
educational,教育の
educational,教育の
effect,効果
effective,効果的な
effective,効果的な
effectively,効果的に
effectively,効果的に
efficient,効率
elaborate,手の込んだ
elaborate,手の込んだ
elderly,年配の
elderly,年配の
elect,選出する
elect,選出する
election,選挙
electric,電気の
electrical,電気の
electrical,電気の
electronic,電子
element,要素
elementary,初級の
elementary,初級の
eliminate,取り除く
eliminate,取り除く
embrace,抱きしめる
embrace,抱きしめる
emerge,現れる
emerge,現れる
emergency,緊急の
emotional,感情の
emotional,感情の
emphasis,強調
emphasize,強調する
emphasize,強調する
empire,帝国の
empire,帝国の
employ,雇う
employee,従業員
employee,従業員
employer,雇用者
empty,何も入っていない
empty,何も入っていない
enable,可能にさせる
enable,可能にさせる
encounter,遭遇する
encounter,遭遇する
encourage,励ます
endure,耐える
endure,耐える
enforcement,執行
engaged,従事している
engaged,従事している
enhance,強調する
enhance,強調する
enormous,非常に大きい
enormous,非常に大きい
ensure,確実にする
ensure,確実にする
enter,入る
enterprise,会社
enterprise,会社
entertain,楽しませる
entertain,楽しませる
entertainment,娯楽
enthusiasm,情熱
enthusiasm,情熱
entire,全体の
entire,全体の
entirely,完全に
entirely,完全に
entitle,題する
entitle,題する
environment,環境，状況
environmental,環境の
equipment,装置
equivalent,等しい
equivalent,等しい
era,時代
era,時代
escape,逃れる
especially,特に
essay,論文
essay,論文
essentially,本質的に
essentially,本質的に
establish,設立する
establishment,設立
establishment,設立
estate,財産
estimate,推定する
estimate,見積もる
estimate,推定する
estimate,見積もる
etc,等々
ethnic,民族の
eventually,結局は
evidence,証拠
evident,明らかな
evident,明らかな
evil,邪悪な
evil,邪悪な
evolution,進化
evolve,進化する
evolve,進化する
exact,正確な
exact,正確な
exactly,正確に
examination,試験
examine,検査する
examine,検査する
except,除いて
exception,例外
exception,例外
excess,過剰
excess,過剰
excessive,過度の
excessive,過度の
exclude,除く
exclude,除く
excuse,言い訳
excuse,言い訳
executive,幹部，重役
executive,幹部，重役
exhaust,疲れ果てさせる
exhaust,疲れ果てさせる
exhibit,展示する
exhibit,展示する
exhibition,展示
exist,存在する
existence,存在
existing,既存の
expand,拡大する
expand,拡大する
expansion,拡張
expansion,拡張
expectation,期待
expense,費用
expense,費用
expensive,値段が高い
experiment,実験
expert,専門家
expert,専門家
explain,説明する
explanation,説明
explore,探索
explosion,爆発
explosion,爆発
export,輸出する
export,輸出する
expose,明らかにする
expose,明らかにする
exposure,暴露
express,表現する
expression,表現
extend,延びる
extend,延びる
extension,拡張
extension,拡張
extensive,広範な
extensive,広範な
extent,程度
extinction,絶滅
extinction,絶滅
extra,余分の
extra,余分の
extraordinary,普通でない
extraordinary,普通でない
extreme,極端な
extreme,極端な
extremely,極端に
fabric,織物
face,直面する
facility,施設
facility,施設
fact,事実
factor,要因
fail,失敗する
failure,失敗
fair,公平な
fair,公平な
fairly,かなり
fairly,かなり
faith,信頼
false,誤った
famous,有名な
fancy,空想
fancy,空想
fascinate,魅了する
fascinate,魅了する
fat,太った
fat,太った
fate,運命
fault,欠点
favor,親切な行為
favor,親切な行為
favorite,一番好きな
favorite,一番好きな
fear,恐れる
feature,特徴
federal,連邦の
fee,料金
fellow,仲間
female,雌の，女性の
fiber,繊維
finance,財政
financial,財政の
financial,財政の
fire,首にする
firm,しっかりした
firm,しっかりした
firmly,堅く
firmly,堅く
fix,固定する
fix,固定する
flavor,風味
flavor,風味
flee,逃げる
flee,逃げる
flood,洪水
flow,流れる
focus,焦点
fold,折りたたむ
fold,折りたたむ
folk,人々
force,力
foreign,外国の
forever,永遠に
forever,永遠に
formal,形式の
former,前の
forward,前方へ
found,設立する
found,設立する
foundation,基礎
foundation,基礎
founder,創設者
founder,創設者
freeze,凍る
frequent,頻繁な
frequent,頻繁な
frequently,頻繁に
friendly,友好的な
friendly,友好的な
frighten,怖がらせる
frighten,おびえさせる
frighten,怖がらせる
frighten,おびえさせる
fuel,燃料
fully,十分に
fully,十分に
fund,資金
fund,資金
fundamental,基本的な
fundamental,基本的な
funding,資金調達
funeral,葬式
funeral,葬式
fur,毛皮
fur,毛皮
furniture,家具
furniture,家具
gain,得る
gather,集める
gay,同性愛の
gay,同性愛の
gaze,凝視する
gaze,凝視する
gear,伝動装置
gear,伝動装置
gene,遺伝子
gene,遺伝子
generate,発生させる
generate,発生させる
generous,気前のよい
generous,気前のよい
genius,天才
gentle,穏やかな
gentle,穏やかな
genuine,本物の
genuine,本物の
girlfriend,女友達
girlfriend,女友達
given,与えられた
given,与えられた
glance,一目見る
global,地球の
global,地球の
globe,地球
globe,地球
goal,目標
govern,統治する
govern,統治する
government,政府
governor,知事
gradually,次第に
gradually,次第に
graduate,卒業する
graduate,卒業する
grammar,文法
grand,壮大な
grand,壮大な
grant,給付金
grant,給付金
grasp,つかむ
grasp,つかむ
grave,墓
grave,墓
greet,あいさつをする
greet,あいさつをする
guarantee,保証する
guarantee,保証する
guess,推測する
guess,推測する
guide,案内人
guide,案内人
guilty,有罪の
guilty,有罪の
habit,習慣
handle,手で扱う
handle,手で扱う
hang,つるす
hang,つるす
hardly,ほとんどない
harmful,有害な
harmful,有害な
harmony,調和
harmony,調和
harvest,収穫
harvest,収穫
hate,ひどく嫌う
hate,ひどく嫌う
headline,見出し
headquarters,本部
heel,かかと
heel,かかと
height,高さ
hell,地獄
heritage,遺産
hesitate,ためらう
hesitate,ためらう
hide,隠す
highlight,目立たせる
highlight,目立たせる
hire,雇う
historian,歴史家
historian,歴史家
historic,由緒のある
historic,由緒のある
historical,歴史（上）の
historical,歴史（上）の
history,歴史
honest,正直な
honest,正直な
honor,名誉
honor,名誉
horror,恐怖
horror,恐怖
household,家族
however,しかしながら
huge,巨大な
humanity,人間
hunger,飢え
hunger,飢え
hurt,傷つける
ideal,理想
identical,同一の
identical,同一の
identify,見分ける
identify,見分ける
identity,同一性
ignore,無視する
ignore,無視する
illegal,違法の
illegal,違法の
illness,病気
illness,病気
imagination,想像
imitate,模倣する
imitate,模倣する
immediate,即座の
immediate,即座の
immediately,即座に
immigrant,移民
immigration,移住
immigration,移住
impact,影響
implement,実施する
implement,実施する
implication,含み
imply,ほのめかす
imply,ほのめかす
import,輸入する
import,輸入する
impose,課する
impose,課する
impress,感銘を与える
impress,感銘を与える
impression,印象
impressive,印象的な
improve,改善する
improvement,改善
impulse,衝動
impulse,衝動
incident,事件
incident,事件
inclined,傾いた
inclined,傾いた
include,含む
income,所得
incorporate,合体させる
incorporate,合体させる
increase,増やす
increasingly,ますます
increasingly,ますます
indeed,確かに
independence,独立
independent,独立した
independent,独立した
index,索引
indicate,指し示す
individual,個人の
industrial,産業の
industrialize,産業化する
industrialize,産業化する
industry,産業
inevitable,避けられない
inevitable,避けられない
infant,幼児
infant,幼児
infection,感染
inferior,劣った
inferior,劣った
inflation,膨張
influence,影響を及ぼす
inform,知らせる
inform,知らせる
ingredient,材料
inhabitant,居住者
inhabitant,居住者
initial,当初の
initial,当初の
initially,最初に
initially,最初に
initiative,主導権
injury,怪我
injury,怪我
innocent,罪のない
innocent,罪のない
inquiry,問い合わせ
inquiry,問い合わせ
insect,昆虫
insect,昆虫
insight,洞察
insight,洞察
inspector,検査官
inspector,検査官
inspire,鼓舞する
inspire,鼓舞する
install,導入する
install,導入する
instant,瞬時
instant,瞬時
instinct,本能
instinct,本能
institute,制定する
institute,制定する
institution,制度
institution,制度
instruction,指示
instrument,道具
instrument,道具
insurance,保険
insurance,保険
intellectual,知的な
intellectual,知的な
intelligence,知能
intelligent,知能の高い
intelligent,知能の高い
intend,意図する
intend,意図する
intense,激しい
intention,意図
interfere,干渉する
interfere,干渉する
interior,内部の
internal,内部の
internal,内部の
international,国際的な
interpret,解釈する
interpret,解釈する
interpretation,解釈
interrupt,邪魔をする
interrupt,邪魔をする
intervention,介在
intimate,親密な
intimate,親密な
introduce,紹介する
invent,発明する
invest,投資する
investigate,調査する
investigate,調査する
investigation,調査
investigator,捜査官
investigator,捜査官
investment,投資
investment,投資
investor,投資家
invisible,見えない
invisible,見えない
involve,巻き込む
involvement,関与
isolate,孤立させる
isolate,孤立させる
issue,問題
item,項目
jail,刑務所
jail,刑務所
Jewish,ユダヤ人
joint,継目
journal,日誌
joy,喜び
judge,判断する
judge,判断する
judgement,判断
jury,陪審員
killer,殺人者
killer,殺人者
knee,ひざ
knowledge,知識
lab,研究室
lab,研究室
labor,労働
laboratory,実験室
laboratory,実験室
lack,不足
landscape,風景
language,言語
lap,ひざ
largely,主として
largely,主として
later,後に
latest,最新の
latest,最新の
latter,後者の
latter,後者の
laughter,笑い
law,法律
lawn,芝生
lawn,芝生
lean,傾く
leap,飛び跳ねる，飛び回る
leap,飛び跳ねる，飛び回る
leap,跳ぶ
leap,跳ぶ
lecture,講義
lecture,講義
legal,法律の
legal,法律の
legislation,立法
leisure,余暇
length,長さ
liberty,自由
liberty,自由
lie,横たわる
likely,起こりそうな
liquid,液体の
liquid,液体の
literally,文字通りに
literally,文字通りに
literary,文学の
literary,文学の
literature,文学
load,積む
load,積む
log,丸太
log,丸太
logic,論理
logic,論理
logical,論理的な
logical,論理的な
lord,領主
lord,領主
lose,失う
lover,恋人
lung,肺
lung,肺
luxury,贅沢な
luxury,贅沢な
mad,狂った
mad,狂った
mainly,主に
maintain,維持する
maintenance,持続
maintenance,持続
major,主な
majority,大多数
maker,製造元
maker,製造元
male,男性
mammal,哺乳動物
mammal,哺乳動物
manager,部長
manner,やり方
manner,やり方
manufacturer,製造元
manufacturing,製造している
manufacturing,製造している
market,市場
mass,塊
massive,巨大な
massive,巨大な
master,主人
match,試合
mate,友達
material,材料
matter,事柄
mature,成熟した
mature,成熟した
maximum,最大
maximum,最大
maybe,たぶん
mayor,市長
meal,食事
mean,意味する
means,手段
means,手段
meanwhile,一方で
medium,中間の
medium,中間の
melt,溶ける
melt,溶ける
mention,言及する
merchant,商人
mere,単なる
mere,単なる
merely,単に
mess,混乱
mess,混乱
method,方法
Mexican,メキシコの
Mexican,メキシコの
military,軍隊の
military,軍隊の
million,100万
mineral,鉱物
mineral,鉱物
minimum,最小の
minimum,最小の
minister,大臣
ministry,省庁
ministry,省庁
minority,少数派
minority,少数派
mixture,混合
modern,現代の
moment,瞬間
moral,道徳の
moreover,さらに
moreover,さらに
mortgage,抵当
mostly,主に
motive,動機
motive,動機
multiple,掛け算する
murder,殺人
muscle,筋肉
musician,音楽家
musician,音楽家
muslim,イスラム教徒
muslim,イスラム教徒
mutual,相互の
mutual,相互の
mysterious,不可解な
mysterious,不可解な
mystery,神秘的な
mystery,神秘的な
myth,神話
myth,神話
naked,裸の
naked,裸の
narrow,幅が狭い
narrow,幅が狭い
nation,国家
national,国の
natural,自然の
nature,自然
navy,海軍
navy,海軍
nearby,近くの
nearby,近くの
necessarily,必然的に
necessarily,必然的に
necessary,必要な
necessity,必要
negative,否定の
negative,否定の
neglect,無視する
neglect,無視する
negotiate,交渉する
negotiate,交渉する
negotiation,交渉
negotiation,交渉
neighbor,隣人
neighbor,隣人
neighborhood,近所
nerve,神経
nerve,神経
nervous,あがっている
nervous,あがっている
nevertheless,にもかかわらず
nevertheless,にもかかわらず
newly,新たに
newly,新たに
nod,うなずく
nod,うなずく
nor,もない
normally,通常は
normally,通常は
notice,気づく
notice,気づく
notion,考え
nowhere,どこにも
nowhere,どこにも
nuclear,核の
numerous,多数の
numerous,多数の
object,物体
objective,目標
obligation,義務
obligation,義務
observation,観察
observe,観察する
observer,観察者
observer,観察者
obtain,手に入れる
obtain,手に入れる
obvious,明白な
obviously,明らかに
obviously,明らかに
occasion,特定の時
occasion,特定の時
occasionally,時折
occupation,職業
occupy,占める
occupy,占める
occur,発生する
odd,変な
odd,変な
operate,操作する
operating,作動している
operating,作動している
operation,操作
operator,操作者
operator,操作者
opinion,意見
opponent,相手
opportunity,機会
oppose,反対する
oppose,反対する
opposite,反対の
opposite,反対の
opposition,反対
orbit,軌道
orbit,軌道
order,命令
ordinary,普通の
organization,組織
organize,組織する
organize,組織する
origin,起源
originate,始まる
originate,始まる
otherwise,さもなければ
outcome,結果
output,生産量
output,生産量
overall,全体的な
overcome,克服する
overcome,克服する
overwhelming,圧倒的な
overwhelming,圧倒的な
owe,借りている
owe,借りている
own,自身の
pain,痛み
painful,苦痛な
painful,苦痛な
palm,手のひら
pan,フライパン
parallel,平行の
parallel,平行の
parking,駐車場
parking,駐車場
parliament,議会
parliament,議会
participant,参加者
participant,参加者
participate,参加する
participate,参加する
particular,特定の
particularly,特に
partly,部分的に
partly,部分的に
partnership,共同
party,政党
passage,一節
passenger,乗客
passion,熱望
passion,熱望
passive,受身の
passive,受身の
past,過去の
patch,あて布
patch,あて布
path,小道
patience,辛抱強さ
patience,辛抱強さ
patient,我慢強い
patient,我慢強い
peak,頂上
peculiar,奇妙な
peculiar,奇妙な
peer,同僚
pension,年金
perceive,知覚する
perceive,知覚する
percentage,割合
perception,知覚
perception,知覚
period,期間
permanent,永久の
permanent,永久の
permission,許可
permission,許可
permit,許可する
permit,許可する
personality,人格
personally,個人的に
personally,個人的に
personnel,人事
personnel,人事
perspective,見解
perspective,見解
persuade,説得する
persuade,説得する
phase,段階
phenomenon,現象
philosopher,哲学者
philosopher,哲学者
philosophy,哲学
physical,身体の
physician,医師
physics,物理学
physics,物理学
pile,積み重ね
pile,積み重ね
pioneer,開拓者
pioneer,開拓者
pit,くぼみ
pit,くぼみ
pitch,投げる
plain,簡素な
plain,簡素な
plant,植物
pleasant,楽しい
pleasant,楽しい
pleasure,楽しみ
plenty,たくさん
plenty,たくさん
plot,話の筋
plot,話の筋
poet,詩人
policy,政策
polite,礼儀正しい
polite,礼儀正しい
political,政治の
politician,政治家
politician,政治家
politics,政治
poll,投票
popular,人気のある
popularity,人気
population,人口
portion,部分
portion,部分
portrait,肖像画
portrait,肖像画
pose,姿勢
positive,自信のある
positive,自信のある
possess,所有する
possess,所有する
possession,所有
possession,所有
possibility,可能性
possible,可能な
possibly,ひょっとすると
possibly,ひょっとすると
potential,潜在的な
potential,潜在的な
potentially,潜在的な
potentially,潜在的な
pour,注ぐ
pour,注ぐ
poverty,貧困
poverty,貧困
practical,実用的な
practically,実質的に
practically,実質的に
praise,ほめる
praise,ほめる
pray,祈る
pray,祈る
prayer,祈り
precious,貴重な
precious,貴重な
precise,正確な
precise,正確な
precisely,正確に
precisely,正確に
predict,予想する
predict,予想する
prefer,より好む
preference,好み
preference,好み
pregnant,妊娠した
pregnant,妊娠した
prejudice,先入観
prejudice,先入観
preparation,準備
preparation,準備
presence,存在
present,現在の
preserve,保存
president,社長
press,押す
pretend,ふりをする
pretend,ふりをする
pretty,かなり
prevent,妨げる
previous,前の
previously,以前は
price,値段
primarily,主として
primarily,主として
primary,最初の
primary,最初の
prime,主要な
prime,主要な
primitive,原始的な
primitive,原始的な
principal,第一の
principal,第一の
principle,原理
prior,優先の
priority,優先度
prison,刑務所
prisoner,囚人
privilege,特権
privilege,特権
probably,おそらく
procedure,手続き
proceed,進む
proceed,進む
production,生産
profession,職業
profession,職業
profit,利益
profound,深い
profound,深い
progress,進歩
progression,進行
promote,促進する
promote,促進する
promotion,昇進
promotion,昇進
prompt,即座の
prompt,即座の
pronunciation,発音
pronunciation,発音
proof,証拠
proper,適切な
proper,適切な
properly,適切に
properly,適切に
property,財産
proportion,比率
proposal,提案
propose,提案する
propose,提案する
proposed,提案した
proposed,提案した
prosecution,起訴
prosecutor,検察官
prosecutor,検察官
prospect,見通し
prospect,見通し
protect,守る
protein,タンパク質
protein,タンパク質
protest,抗議する
protest,抗議する
proud,自慢に思って
proud,自慢に思って
proverb,ことわざ
proverb,ことわざ
province,州
provision,供給
psychological,心理的な
psychologist,心理学者
psychologist,心理学者
public,公共の
publication,出版物
publication,出版物
punish,罰する
punish,罰する
pupil,生徒
pupil,生徒
purchase,購入する
purchase,購入する
pure,純粋な
pure,純粋な
purpose,目的
pursue,追い求める
pursue,追い求める
pursuit,追跡
pursuit,追跡
qualify,資格を与える
